set,number,name,type,subtype,rarity,allegiances,traits,artist,politics_ability,politics_cost,intrigue_ability,intrigue_cost,onePower_ability,onePower_cost,combat_ability,combat_cost,effect,lore,printing_of,printing_note
premiere,89,Further Goals,Event,Limited,R,,,Paul Carrick,,,,,,,,,"Target a card-based challenge you initiated. If you win the challenge by 7 or more, add a token to your section of the Pattern.",Another seal on the Dark One's prison.,,
premiere,90,Future Returns,Advantage,Player,R,,,Paul Herbert,,1,,1,,1,,1,Pay any ability symbol as an event to place an investment token on this card. Remove 5 investment tokens to draw a card.,"There is more grain in the granaries now than Tear could sell, and the farmers will harvest as much more this year.",,
premiere,91,Gaining An Advantage,Challenge,,F,,,Kelly Goodeen,,,,,,,,,"If you succeed, this challenge becomes a player advantage targeting you. You may discard it as an event to generate [politics][intrigue][combat]. These symbols have all allegiances.","He had them off balance now. If he could keep them that way, they would be too busy watching each other, and too afraid of being watched in turn, to trouble him.",,
premiere,92,Galldrian su Riatin Rie,Character,,R,Cairhien,King of Cairhien,Jim Holloway,3,2,3,3,,,1,,"You must have 5 Pattern to recruit Galldrian. While you control Galldrian, all Cairhien characters you control gain +1 Intrigue.","Let the vile miscreant himself be hanged immediately, that his Shadow-spawned villainy no longer taint the Light.",,
premiere,93,Gareth Byrne,Character,,R,Andor,Light Nature,Nan Fredman,2,3,1,,,,3,2,"While you control Gareth Byrne, Andor troops you control gain +1 combat.","A bluff blocky man stood bareheaded by the Queen's right hand... His temples were heavy with gray, but he looked as strong and immovable as a rock.",,
premiere,94,Gateway,Event,Limited,U,,,Tim Gerstmar,,,,,,,,,"Target one character or troop per [onePower][onePower] you pay. Each target is readied, moved to the battleground and gains Reinforcement (until the end of the turn).","Seizing the source, Rand made a gateway between the posts, four paces by four, and ran through as he tied off the weave... into a great open square surrounded by huge white columns, each topped with a marble wreath of olive branches.",,
premiere,95,Gather Allies,Challenge,,F,,,Eric Anderson,,,,,,,,,"No troops may participate in this challenge. If you succeed, add one token to your section of the Pattern.",Come. I'm sure you would all like to speak with the Sitters. Let formality go.,,
premiere,96,Gather Support,Challenge,,C,,,Eric Anderson,,,,,,,,,"Choose Politics, Intrigue or Combat. For each one by which you succeed, one symbol of that type is added to your pool at the beginning of the next action round. The symbols added have no allegiance.","...the Andoran nobles swept out of the colonnades, a rainbow of silks crowding around Rand, dabbling at sweaty faces with lace-trimmed handkerchiefs.",,
premiere,97,Gaul,Character,,U,Aiel,"Stone Dog,Shaarad Aiel,Light Nature",Stephen Daniele,,,,1,,,3,1,Symbols generated by this character may not be used for recruiting. Gaul gains +1 Combat while he is damaged. Gaul generates one [combat] when he participates in a challenge.,"I am Gaul, of the Imran sept of the Shaarad Aiel, wetlander. I am Shaeen M'taal, a Stone Dog. My water is yours.",,
premiere,98,Geofram Bornhald,Character,,R,Children of the Light,Lord Captain,Chris Arneson,2,2,,,,,3,2,Rotate Geofram to find the top challenge card in your deck and place it in your hand.,"""You avoid my questions. What evil is in you that you do not answer me?""",,
premiere,99,Graendal (I),Character,,R,Dark One,"Starting Villain,Forsaken",Liz Danforth,2,,1,,4,,,,Any character you recruit gains the Dark One allegiance.,"In any other company but Lanfears, Graendal would have been accounted a stunningly beautiful woman, lush and ripe ...",,
premiere,100,Gray Man,Character,,U,Dark One,Multiple,Steve Snyder,,,1,1,,1,1,,"You cannot use ability symbols rolled by Gray Man to recruit. Gray Man's abilities cannot be increased. As an event, rotate Gray Man and target a character. Roll Gray Man's dice and apply any [damage] to the target. The target may then roll his dice and apply any [damage] to Gray Man.","The Soulless, The Gray Men, give up their souls to serve the Dark One as assassins.",,
premiere,101,Guarded by Fate,Event,,R,,,Darrell Sweet,,,,,,,,,Target a character who has damage greater than or equal to his highest ability. Remove damage from the target until it has one less damage than its highest ability.,"I'm a ta'veren, and today it seems to be working in my favor for a change.",,
premiere,102,Halfman,Character,,R,Dark One,"Monster,Multiple,Myrddraal",Tony Szezudlo,,,,1,,,2,2,All trolloc troops you control participating in the same challenge as the Halfman gain +1 Combat. You can only use this bonus from one Halfman for each 3 tokens you have on your section of the Pattern.,"Myrddraal galloped up and down on midnight horses, raven-black cloaks hanging undisturbed as they whirled their mounts.",,
premiere,103,Hampered,Event,,C,,,Paul Herbert,,,,1,,,,,Target a ready character or troop card controlled by another player. The target cannot use its effect text this turn.,"Days of baking sun and searing winds, nights of boneshaking cold. Whatever grew seemed to have thorns or spines, or else a touch itched like fury.",,
premiere,104,Harassment,Event,,C,,,Darrell Sweet,,,,,,,,,Target one character or troop with Reinforcement for each [intrigue] you pay. The targets lose their Reinforcement ability.,Suddenly warning cries rose in the dark beyond the tents.,,
premiere,105,Healing,Event,,F,,,Pat Morrisey,,,,,,1,,,"Remove one point of damage from a troop card, or all damage from a character card.","In the Age of Legends, some Aes Sedai could fan life and health to flame if only the smallest spark remained.",,
premiere,106,Heavy Armor,Advantage,Troop,C,,,Ed Beard,,,,,,,,1,"As an event, rotate this card to remove one point of damage from the opponent's troop damage pool in any challenge in which the target is participating.","Breastplate, steel gauntlets, knee and elbow cups, and half-plate for shoulders and arms and legs.",,
premiere,107,Heavy Fighting,Event,,C,,,Jeff Menges,,,,,,,,,Target a challenge. All troops participating in that challenge gain +1 Combat ability until the challenge is resolved.,"Then Lan was on the Myrddraal, as the human folk fell on the Trolloc line. Warder's blade met steel from the forges of Thakandar ...",,
premiere,108,Herb Bag,Advantage,Character,U,,,Rob Carlos,,,,,,,,,Rotate this advantage as a limited event while the target is at the home front and select a character you control at the home front. Remove 1 point of damage from the selected character.,Flatwort tea and andilay root are best for fatigue. They clear the head and dim the burn in tired muscles.,,
premiere,109,Heroic Efforts,Event,,F,,,Tim Gerstmar,,,,,,,,,"Remove any number of tokens from your character damage pool. For each token removed, add one token to your troop damage pool.",Perrin hacked down a Shaido in his way and leaped over the man as he fell. They had to reach Rand; everything rested on that.,,
premiere,110,Heron-Mark Blade,Advantage,Character,R,,Weapon,Darrell Sweet,,,,,,,,2,"Target a non-Aiel, non-monster character with 4 or more Combat ability, or the Dragon Reborn. That character gains +1 Politics ability, and may rotate this advantage while he is participating in a challenge to add one point of damage to your character damage pool.","A heron stood on the black blade, too, a bird so dark as to be nearly invisible.",,
premiere,111,Hidden Discoveries,Advantage,Player,R,,,Tina Druce-Hoffman,,1,,1,,1,,1,"As an event, name a specific type of advantage (such as player advantage), rotate this card, and pay [onePower]. Find the top advantage of that type in your deck and place it in your hand.","That leaves whatever might lie buried in ancient ruins or forgotten in an attic. If you want to count on finding something by chance, do so.",,
premiere,112,Hidden Spies,Event,,C,,,Rob Carlos,,,,,,,,,This card may only be played by a Villain player. Target another player. Look at the top 5 cards of his deck. You may then shuffle his deck.,"The Dark One's minions often find spies among the creatures that feed on death. Ravens and crows, mainly. Rats, in the cities, sometimes.",,
premiere,113,High Lady Alteima,Character,,U,Tear,,Steve Snyder,2,2,2,,,,,,Pay [intrigue] and target a player. That player must shuffle his deck.,"The High Lady Alteima was far more dangerous than her husband or her lover, both of whom she had manipulated without either knowing it.",,
premiere,114,High Lady Estanda,Character,,C,Tear,,Steve Snyder,2,1,2,1,,,,,,"Estanda smiled, a tight smile of triumph.",,
premiere,115,High Lord Aracome,Character,,U,Tear,,Steve Snyder,2,2,1,,,,1,1,"Each Ready round while you control High Lord Aracome, you may target a troop you control. That troop gains Reinforcement until you target another troop or rotate High Lord Aracome.",Illian shall fall! Illian shall fall! Illian shall fall! Illian shall fall!,,
premiere,116,High Lord Geuyam,Character,,C,Tear,,Heather Bruton,2,2,1,,,,2,1,,The High Lords and Ladies were arrayed in a thick hollow circle under the great dome at the chamber's heart with the lesser nobles ranked behind.,,
premiere,117,High Lord Meilan,Character,,R,Tear,,Heather Bruton,2,2,3,2,,,1,,"While participating in a challenge, any ability symbols rolled by High Lord Meilan are ignored. For each [support] or [opposition] High Lord Meilan rolls, he generates an additional symbol of the same type.","Meilan was tall for a Tairen, only a hand shorter than Rand, and hard as any Defender.",,
